N,P,K,temperature,humidity,ph,rainfall,Item,Year,Yield,label_encoded,label_banana,label_chickpea,label_coconut,label_coffee,label_cotton,label_grapes,label_jute,label_lentil,label_maize,label_mango,label_orange,label_papaya,label_pigeonpeas,label_rice,label_watermelon
0.9166420541225446,-0.41085487974004503,-0.22061260062397542,-0.850362070520439,0.44171050163094927,0.08344679596620815,1.5493747636645432,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.7833728776940057,0.03631509268226487,-0.25563047373889214,-0.6824435025376032,0.36095482869103185,0.8389429210417659,1.9765920796847638,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.11702699555131078,-0.047529277146918236,-0.20310366406651706,-0.4498097272795176,0.45696913713360043,1.9714023739368105,2.648553556475088,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.4901806895512199,-0.6064917426748057,-0.2731394102963505,0.20749273977035984,0.35321649462937865,0.7574856386799473,2.2685208380871176,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5967960306940511,-0.41085487974004503,-0.23812153718143378,-0.9916711463889686,0.4226205090239609,1.672465542025999,2.6260957032862535,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.35691151312268093,-0.5505954961220169,-0.23812153718143378,-0.4397069966113707,0.507317510426684,0.8888618730542238,2.416047067522804,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.35691151312268093,-0.047529277146918236,-0.30815728341126725,-0.5055403677812513,0.4722581139471334,-1.0491098330961892,2.781124428549077,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0232573952653758,-0.10342552369970698,-0.2731394102963505,-0.963851407558789,0.48447736835565614,-1.0239485657219178,2.2524940784664094,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8899882188368369,-0.07547740042331261,-0.30815728341126725,-0.16487584104803588,0.5152389920624169,0.3409132110188027,2.0448657709614695,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.33025767783697313,0.03631509268226487,-0.30815728341126725,-0.4084267120243773,0.49115338372939643,-0.1519533128951198,1.8784988535983642,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.9432958894082524,-0.10342552369970698,-0.2731394102963505,0.21430563938898775,0.41363214529269293,-1.4933310835595064,2.6602718116708517,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.9166420541225446,-0.29906238663446755,-0.23812153718143378,-0.2660921941668391,0.41521921411427754,1.495082320059541,2.398544735028691,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5967960306940511,0.03631509268226487,-0.20310366406651706,0.26587746941231505,0.3881694611774036,-1.885099468514572,3.017275385405971,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.996603559979668,-0.01958115387052387,-0.34317515652618397,-0.2593065791151445,0.44430756037107555,0.7630663325935566,1.231335671142848,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0232573952653758,-0.1872698935288901,-0.32566621996872563,0.05191730040177637,0.3774699582509429,0.7117684444271761,1.6691727355759454,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.11702699555131078,-0.2431661400816788,-0.29064834685380886,-0.2089493826789179,0.3600245762959794,0.8448765108939758,2.0563944926094164,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.7833728776940057,-0.5226473728456225,-0.25563047373889214,-0.7170075836340238,0.4794051107959644,-0.2750706121655096,2.8771291870422213,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.9432958894082524,-0.6064917426748057,-0.29064834685380886,-0.3009802816164492,0.36568259239743683,0.7440149724447466,1.6092725248826383,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5701421954083433,-0.5226473728456225,-0.34317515652618397,-0.6645735137884416,0.35484485818762673,-0.6917318437283569,1.938759926023008,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.863334383551129,-0.6064917426748057,-0.2731394102963505,-0.34141477500280515,0.5177525300313311,-0.832918450505354,3.140869512576686,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.8899882188368369,-0.32701050991086195,-0.34317515652618397,-0.7664143088998563,0.368397529171903,-0.001984080856383654,1.2353004763727058,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.5434883601226355,-0.4667511262928338,-0.22061260062397542,-0.04392588954701337,0.4951793086820452,-1.9394643011287866,2.0617613936606443,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.3036038425512653,0.06426321595865923,-0.25563047373889214,-0.6490366090721171,0.392343447620042,-0.6088572638584911,1.7370578032015176,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.73006520712259,-0.4388030030164394,-0.22061260062397542,-0.8177872818808395,0.4741284455852573,-0.2680427163663292,2.092798861578512,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.129872736408207,-0.2711142633580732,-0.32566621996872563,-0.3594416335162943,0.4095592053903987,1.3152817609842526,1.9298103270685558,Rice,2023,-0.5665589465961395,14,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
